BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLKL,PSPL,PLSL,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PBFW,PLHW,PLTW,PLSY,PSTY,sgmp,
6,10,7,1,10,6,0,0,56,Daddy,Dirtbag,5,10,10,55,0,0,0,0,0,0,0,55,63,0,56,2313,10035,143,10035,0,0,58,2,34,0,60,0,0,56,17,56,0,0,59,1,1,63,2,40,0,57,58,54,0,0,10,61,60,0,56,2,16,16,0,0,12,3,56,0,4,1,0,0,1,1,1,54,86,60,0,61,54,0,0,0,0,55,0,12,54,58,58,63,0,0,15,19,5,0,53,3,19,56,59,0,6,62,29,0,67,0,0,62,0,61,10,10,0,58,60,59,62,60,62,59,57,15,1,1,0,0,0,
10,10,0,3,3,9,0,0,63,Daddy,Dirtbag,6,10,7,60,0,0,0,0,0,0,0,58,58,0,54,2127,10036,143,10036,0,0,62,0,236,0,55,0,0,56,65,58,0,0,61,2,2,62,6,40,0,62,60,55,0,0,17,62,53,0,60,2,0,0,0,0,7,5,31,0,54,0,0,0,1,1,1,55,98,59,0,57,53,0,0,0,0,53,0,7,54,54,57,55,2,2,56,60,6,0,58,1,10,55,55,24,15,61,20,20,73,15,77,53,0,53,15,14,0,60,54,59,61,55,61,54,55,68,0,0,0,0,0,
5,10,2,3,7,8,10,10,60,Daddy,Dirtbag,10,4,0,61,0,0,0,2,2,0,0,54,59,0,60,5954,10037,143,10037,0,0,60,2,186,0,53,0,1,55,21,62,0,0,54,2,2,54,7,40,0,63,57,56,0,0,44,62,54,0,63,0,16,16,0,0,12,6,48,0,23,2,0,0,1,1,1,56,72,62,0,62,56,0,0,0,0,62,0,12,54,63,59,57,12,12,40,21,3,0,60,1,15,60,61,5,26,58,10,11,72,9,43,53,8,54,4,10,0,62,62,62,63,55,59,53,61,26,0,0,0,0,0,
10,5,10,0,10,9,0,0,60,Daddy,Dirtbag,5,10,10,61,0,0,0,0,0,0,0,53,58,0,60,82,10038,143,10038,0,0,53,0,178,0,79,0,1,57,33,63,1,1,55,2,2,56,4,40,0,61,58,54,0,0,44,58,57,0,58,2,13,13,0,0,6,6,34,0,41,2,0,0,2,2,1,62,72,54,0,62,55,0,0,0,0,62,0,6,61,62,58,58,11,11,50,35,3,0,60,3,11,55,62,21,21,57,15,20,74,17,105,53,0,59,15,16,0,56,63,61,53,55,61,61,59,35,0,0,0,0,0,
5,10,2,1,7,8,10,10,58,Daddy,Dirtbag,10,4,0,58,0,0,0,3,3,1,1,55,63,0,57,2226,10039,143,10039,0,0,59,0,186,0,24,0,1,55,39,56,0,0,54,2,2,53,0,40,0,53,56,56,0,0,21,59,61,0,57,0,12,12,0,0,0,5,12,0,24,0,0,0,1,1,1,63,74,61,0,53,59,0,0,1,0,55,0,0,60,61,58,63,1,1,38,38,2,0,62,1,15,55,60,5,26,55,10,11,68,9,40,58,8,59,4,10,0,59,61,61,58,60,53,57,61,38,0,0,0,0,0,
10,10,0,0,3,9,16,16,58,Daddy,Dirtbag,6,10,7,62,0,0,0,0,0,0,0,59,59,0,59,5947,10040,143,10040,0,0,62,0,52,0,43,0,0,53,75,54,1,1,57,2,2,56,4,40,0,58,57,55,0,0,23,58,53,0,59,0,6,6,1,0,0,1,4,0,63,1,0,0,2,2,1,62,87,60,0,60,61,0,0,0,1,60,0,0,54,61,58,57,1,1,77,76,6,0,58,3,8,55,54,24,15,54,20,20,76,15,130,55,0,63,15,14,0,61,59,55,54,58,58,62,58,77,0,0,0,0,0,
10,2,6,2,4,7,16,16,55,Daddy,Dirtbag,7,10,6,59,0,2,2,2,2,2,2,54,57,0,56,112,10041,143,10041,0,0,53,0,187,0,63,0,0,63,44,57,0,0,58,2,2,55,6,40,0,55,57,56,0,0,16,54,62,0,62,0,0,0,0,0,0,1,9,0,9,1,0,0,2,2,1,54,74,53,0,53,55,0,0,1,0,62,0,0,55,60,57,57,10,10,40,46,3,0,61,3,13,58,61,5,20,63,0,5,73,0,49,60,10,57,10,5,0,62,53,56,56,57,54,58,54,44,0,1,0,0,0,
10,2,6,0,4,7,10,10,55,Daddy,Dirtbag,7,10,6,59,0,0,0,1,1,0,0,62,58,0,62,2353,10042,143,10042,0,0,56,0,187,0,54,0,0,58,39,54,0,0,55,1,1,54,13,40,0,59,59,57,0,0,21,60,54,0,59,2,15,15,0,0,5,5,34,0,40,0,0,0,1,1,1,61,72,57,0,56,55,0,0,0,0,57,0,5,56,53,57,61,10,10,42,42,5,0,53,1,13,57,63,5,20,63,0,5,75,0,45,54,10,60,10,5,0,54,56,57,59,53,53,62,58,42,0,0,0,0,0,
10,5,10,2,10,9,13,13,57,Daddy,Dirtbag,5,10,10,59,0,0,0,0,0,0,0,62,56,0,53,49,10043,143,10043,0,0,63,2,231,0,66,0,0,61,78,59,1,1,61,2,2,60,11,40,0,61,54,63,0,0,41,57,59,0,58,0,11,11,1,0,0,3,7,0,75,0,0,0,2,2,1,53,78,57,0,58,62,0,0,0,1,55,0,0,56,60,58,59,16,16,76,81,3,0,58,5,9,61,55,21,21,56,15,20,75,17,146,60,0,57,15,16,0,55,53,61,60,59,54,56,59,83,0,1,0,0,0,
10,10,0,3,3,9,16,16,53,Daddy,Dirtbag,6,10,7,54,0,0,0,0,0,0,0,53,54,0,55,25,10044,143,10044,0,0,57,2,63,0,44,0,0,63,77,60,1,1,54,2,2,57,0,40,0,53,62,55,0,0,37,58,55,0,55,2,2,2,1,0,0,3,29,0,50,0,0,0,2,2,1,63,68,63,0,63,57,0,0,0,1,55,0,0,62,58,57,54,16,16,72,85,3,0,57,5,7,53,54,24,15,61,20,20,70,15,95,54,0,56,15,14,0,57,57,59,54,62,60,54,59,75,0,0,0,0,0,
0,5,7,2,4,1,15,15,57,Daddy,Dirtbag,1,7,4,54,0,0,0,0,0,0,0,57,61,0,61,2217,10045,143,10045,0,0,53,2,65,0,52,0,0,63,39,61,0,0,56,1,1,53,0,40,0,57,53,62,0,0,10,63,63,0,63,0,0,0,0,0,9,3,50,0,52,1,0,0,1,1,1,53,84,60,0,59,59,0,0,0,0,62,0,9,59,60,59,59,4,4,52,39,3,0,61,3,14,62,54,15,23,56,7,5,73,12,85,61,0,62,15,13,0,60,55,53,61,54,61,57,60,40,0,1,0,0,0,
0,5,7,2,4,1,16,16,62,Daddy,Dirtbag,1,7,4,58,0,0,0,3,3,0,0,57,60,0,54,2137,10046,143,10046,0,0,56,0,238,0,50,0,0,54,44,56,0,0,55,1,1,63,0,40,0,53,56,58,0,0,35,60,59,0,58,0,9,9,0,0,5,3,10,0,35,0,0,0,1,1,1,61,76,62,0,54,57,0,0,0,0,56,0,5,60,61,57,53,11,11,46,46,3,0,61,3,13,61,63,15,23,53,7,5,72,12,74,60,0,53,15,13,0,61,54,53,56,54,60,56,56,44,0,0,0,0,0,
0,5,7,2,4,1,0,0,54,Daddy,Dirtbag,1,7,4,53,0,1,1,3,3,3,3,53,55,0,63,5969,10047,143,10047,0,0,63,0,65,0,32,0,1,56,47,62,0,0,61,2,2,61,6,40,0,62,63,62,0,0,21,54,59,0,63,0,0,0,0,0,11,5,11,0,47,2,0,0,2,2,1,59,72,60,0,55,60,0,0,0,0,59,0,11,59,57,59,60,1,1,44,46,3,0,58,2,14,58,63,15,23,57,7,5,73,12,78,59,0,53,15,13,0,61,56,54,62,63,57,62,61,47,0,0,0,0,0,
10,5,10,1,10,9,13,13,59,Daddy,Dirtbag,5,10,10,59,0,0,0,0,0,0,0,54,63,0,58,2067,10048,143,10048,0,0,63,2,66,0,63,0,0,60,79,55,1,1,56,2,2,62,2,40,0,61,58,58,0,0,20,59,58,0,55,4,14,14,1,0,0,5,24,0,69,2,0,0,2,2,1,60,65,53,0,60,61,0,0,0,1,60,0,0,62,60,59,57,10,10,75,73,4,0,60,5,5,59,55,21,21,63,15,20,75,17,133,57,0,63,15,16,0,59,60,62,55,62,63,55,55,74,0,0,0,0,0,
5,10,2,0,7,8,0,0,63,Daddy,Dirtbag,10,4,0,63,0,0,0,2,2,2,2,61,55,0,61,51,10049,143,10049,0,0,57,0,152,0,34,0,0,57,41,57,0,0,61,2,2,55,2,40,0,58,53,58,0,0,43,55,62,0,58,2,9,9,0,0,10,6,0,0,50,1,0,0,1,1,1,60,70,53,0,59,57,0,0,0,0,55,0,10,56,60,59,55,1,1,40,40,6,0,61,1,14,58,60,5,26,63,10,11,75,9,85,63,8,63,4,10,0,63,63,61,57,61,57,55,54,40,0,0,0,0,0,
5,10,7,1,10,6,0,0,59,Daddy,Dirtbag,5,10,10,58,0,0,0,0,0,0,0,62,61,0,58,33,10050,143,10050,0,0,58,2,43,0,69,0,0,63,23,58,0,0,54,2,2,60,0,40,0,62,53,61,0,1,9,55,59,0,54,2,0,0,0,0,9,3,44,0,14,1,0,0,1,1,1,62,72,58,0,63,59,0,0,0,0,56,0,9,58,59,58,55,9,10,43,25,3,0,53,1,0,58,53,4,6,60,29,0,79,0,63,63,5,62,10,10,0,63,62,55,60,59,55,54,59,28,0,1,0,0,0,
5,10,7,3,10,6,0,0,59,Daddy,Dirtbag,5,10,10,62,0,0,0,1,1,0,0,56,54,0,63,4175,10051,143,10051,0,0,60,2,48,0,63,0,0,54,17,55,0,0,61,2,2,53,16,40,0,56,62,61,0,1,36,53,57,0,55,4,0,0,0,0,12,3,55,0,6,1,0,0,2,2,1,53,70,53,0,56,58,0,0,0,0,57,0,12,62,57,58,54,7,4,40,16,3,0,55,1,0,57,62,4,6,57,29,0,74,0,49,59,5,60,10,10,0,58,60,56,54,61,61,55,59,25,0,1,0,0,0,
10,10,4,3,10,6,0,0,58,Daddy,Dirtbag,5,6,10,61,0,0,0,0,0,2,2,63,54,0,58,5900,10052,143,10052,0,0,60,0,47,0,66,0,0,63,20,61,0,0,59,1,1,59,20,40,0,54,56,57,0,0,17,53,58,0,60,0,12,12,0,0,11,5,1,0,21,1,0,0,1,1,1,55,78,59,0,63,54,0,0,0,0,62,0,11,57,54,58,59,11,11,20,15,3,0,63,1,20,57,60,5,10,55,29,26,71,10,32,54,0,55,10,10,0,55,53,57,59,55,59,55,57,19,0,1,0,0,0,
5,10,4,3,10,6,0,0,63,Daddy,Dirtbag,8,6,10,61,0,0,0,0,0,0,0,54,63,0,60,4430,10053,143,10053,0,0,53,0,160,0,75,0,0,55,34,62,0,0,59,2,2,59,0,40,0,58,62,62,0,1,17,57,62,0,56,2,15,15,0,0,0,5,54,0,7,2,0,0,1,1,1,58,68,63,0,61,62,0,0,1,0,58,0,0,62,59,59,54,7,4,44,38,3,0,56,1,0,61,61,5,10,54,29,26,72,10,54,63,0,55,10,10,0,58,57,60,61,55,56,58,53,38,0,1,0,0,0,
10,10,0,1,3,9,16,16,56,Daddy,Dirtbag,6,10,7,60,0,0,0,3,3,0,0,63,58,0,61,54,10054,143,10054,0,0,60,2,66,0,35,0,0,63,46,56,0,0,54,2,2,58,2,40,0,56,55,57,0,0,33,56,53,0,61,0,0,0,0,0,8,5,12,0,33,0,0,0,2,2,1,53,84,58,0,55,63,0,0,0,0,61,0,8,53,53,58,63,13,13,50,50,2,0,60,3,11,58,60,24,15,61,20,20,73,15,55,63,0,59,15,14,0,60,53,60,60,55,56,62,60,50,0,0,0,0,0,
8,10,5,0,10,7,10,10,53,Daddy,Dirtbag,7,8,7,56,0,0,0,0,0,2,2,59,55,0,53,2400,10055,143,10055,0,0,58,0,165,0,51,0,0,59,46,60,0,0,57,2,2,62,0,40,0,62,60,56,0,0,32,62,55,0,53,0,10,10,0,0,12,3,31,0,27,1,0,0,1,1,1,53,72,59,0,55,54,0,0,0,0,55,0,12,60,57,58,55,2,2,44,44,2,0,61,1,1,55,56,0,6,63,30,0,72,0,4,59,0,56,0,1,0,53,56,61,60,62,63,57,57,44,0,0,0,0,0,
10,5,10,0,10,9,18,18,58,Daddy,Dirtbag,5,10,10,59,0,0,0,1,1,0,0,56,58,0,62,104,10056,143,10056,0,0,56,0,57,0,51,0,0,62,39,53,0,0,60,1,1,62,0,40,0,60,58,54,0,0,20,58,59,0,53,0,9,9,0,0,12,5,42,0,48,1,0,0,1,1,1,58,80,54,0,53,58,0,0,0,0,59,0,12,58,63,58,62,2,2,40,39,3,0,61,3,11,56,61,21,21,60,15,20,74,17,90,58,0,60,15,16,0,62,63,58,53,56,54,60,58,36,0,0,0,0,0,
10,2,6,0,4,7,0,0,59,Daddy,Dirtbag,7,10,6,54,0,0,0,2,2,0,0,62,59,0,63,2334,10057,143,10057,0,0,53,0,187,0,58,0,0,55,45,58,0,0,61,1,1,59,11,40,0,56,58,54,0,0,35,58,57,0,53,2,7,7,0,0,5,3,17,0,55,2,0,0,1,1,1,60,74,60,0,58,54,0,0,0,0,63,0,5,56,59,58,63,11,11,45,45,1,0,57,3,15,61,62,5,20,54,0,5,73,0,40,60,10,60,10,5,0,60,58,63,53,53,54,55,63,46,0,1,0,0,0,
10,10,0,3,3,9,19,19,61,Daddy,Dirtbag,6,10,7,57,0,0,0,0,0,0,0,63,61,0,63,2092,10058,143,10058,0,0,62,2,58,0,46,0,1,56,76,62,1,1,61,2,2,59,2,40,0,62,58,56,0,0,42,61,55,0,54,1,9,9,1,0,0,6,28,0,67,1,0,0,2,2,1,54,78,58,0,57,62,0,0,1,1,59,0,0,59,61,59,54,0,0,77,81,3,0,60,3,6,61,61,24,15,61,20,20,73,15,115,58,0,60,15,14,0,57,62,63,61,53,63,59,60,78,0,0,0,0,0,
10,5,10,0,10,9,15,15,56,Daddy,Dirtbag,5,10,10,54,0,0,0,0,0,0,0,62,59,0,58,114,10059,143,10059,0,0,60,2,57,0,21,0,0,59,75,59,1,1,61,2,2,54,6,40,0,54,58,60,0,0,14,60,60,0,60,0,0,0,1,0,0,3,34,0,71,1,0,0,2,2,1,62,74,62,0,54,61,0,0,0,1,58,0,0,53,57,58,57,2,2,76,76,5,0,56,5,8,62,61,21,21,55,15,20,74,17,141,62,0,63,15,16,0,55,57,57,61,63,53,59,53,76,0,0,0,0,0,
4,2,8,0,0,3,16,16,59,Daddy,Dirtbag,4,3,2,59,0,0,0,0,0,0,0,60,59,0,62,94,10060,143,10060,0,0,58,0,87,0,21,0,1,63,76,62,1,1,56,2,2,54,11,40,0,56,62,58,0,0,41,63,56,0,59,0,12,12,1,0,0,3,24,0,62,1,0,0,2,2,1,54,68,54,0,58,61,0,0,0,1,56,0,0,62,53,58,58,0,0,75,74,3,0,58,3,6,54,62,21,21,63,8,20,77,16,100,62,0,54,10,16,0,56,60,56,55,60,58,56,61,74,0,0,0,0,0,
4,2,8,1,0,3,18,18,54,Daddy,Dirtbag,4,3,2,58,0,0,0,2,2,1,1,53,55,0,57,2210,10061,143,10061,0,0,59,2,164,0,43,0,0,63,33,61,0,0,58,2,2,60,16,40,0,53,54,60,0,0,17,57,63,0,56,0,8,8,0,0,0,5,8,0,51,0,0,0,2,2,1,59,59,62,0,58,59,0,0,1,0,55,0,0,56,56,57,53,16,16,44,33,3,0,54,1,10,53,62,21,21,56,8,20,75,16,73,53,0,57,10,16,0,62,55,57,58,55,53,53,57,34,0,0,0,0,0,
10,10,0,1,3,9,15,15,53,Daddy,Dirtbag,6,10,7,55,0,0,0,0,0,0,0,57,53,0,57,10,10062,143,10062,0,0,63,0,60,0,50,0,0,63,75,63,1,1,54,2,2,55,4,40,0,59,62,54,0,0,14,55,54,0,60,2,2,2,1,0,0,3,2,0,72,1,0,0,2,2,1,60,74,58,0,63,54,0,0,0,1,53,0,0,60,57,57,59,14,14,81,79,6,0,59,5,5,58,53,24,15,57,20,20,77,15,135,54,0,53,15,14,0,61,57,56,57,56,55,62,58,81,0,0,0,0,0,
5,10,2,3,7,8,0,0,57,Daddy,Dirtbag,10,4,0,62,0,3,3,0,0,0,0,63,58,0,62,2131,10063,143,10063,0,0,61,2,60,0,79,0,1,53,58,57,0,0,60,2,2,57,6,40,1,54,62,56,0,0,44,61,55,0,61,0,0,0,0,0,0,6,3,0,40,2,0,0,2,2,1,55,78,55,0,62,60,0,0,1,0,54,0,0,56,55,58,54,10,10,55,59,3,0,54,1,2,57,55,5,26,59,10,11,72,9,72,62,8,62,4,10,0,59,61,63,63,54,61,57,62,56,0,0,0,0,0,
4,2,8,0,0,3,19,19,59,Daddy,Dirtbag,4,3,2,55,0,0,0,0,0,0,0,54,53,0,58,10037,10064,143,10064,0,0,58,0,57,0,52,0,0,55,74,53,1,1,56,2,2,62,0,40,0,53,60,57,0,0,20,62,54,0,57,0,3,3,1,0,0,5,0,0,79,1,0,0,2,2,1,54,76,53,0,60,63,0,0,0,1,55,0,0,58,55,57,54,3,3,76,78,6,0,56,5,9,56,63,21,21,55,8,20,76,16,110,58,0,61,10,16,0,57,63,56,56,55,61,63,54,76,0,0,0,0,0,
8,10,5,1,10,7,10,10,56,Daddy,Dirtbag,7,8,7,54,0,0,0,2,2,0,0,54,59,0,63,2061,10065,143,10065,0,0,59,2,168,0,41,0,0,60,35,58,0,0,57,1,1,55,2,40,1,63,59,53,0,0,33,62,62,0,54,2,9,9,0,0,10,5,2,0,22,2,0,0,1,1,1,55,74,55,0,58,57,0,0,0,0,63,0,10,59,63,58,60,11,11,40,33,2,0,60,3,18,55,58,0,6,57,30,0,72,0,26,60,0,53,0,1,0,60,59,57,60,63,56,57,59,35,0,0,0,0,0,
10,10,4,3,10,6,16,16,53,Daddy,Dirtbag,8,6,10,57,0,0,0,0,0,1,1,53,61,0,56,2379,10066,143,10066,0,0,55,2,65,0,54,0,1,58,64,63,0,0,53,2,2,61,2,40,1,57,59,60,0,0,43,62,57,0,60,1,12,12,0,0,0,6,23,0,80,2,0,0,1,1,1,56,56,59,0,58,54,0,0,1,0,53,0,0,62,62,58,61,3,3,69,66,6,0,63,2,4,63,63,5,10,60,29,26,77,10,85,61,0,56,10,10,0,56,56,58,63,57,55,62,58,65,0,0,0,0,0,
10,5,10,2,10,9,17,17,55,Daddy,Dirtbag,5,10,10,54,0,0,0,0,0,0,0,54,61,0,54,2334,10067,143,10067,0,0,56,0,81,0,24,0,1,62,79,61,1,1,57,2,2,62,4,40,0,60,61,54,0,0,13,53,60,0,60,2,4,4,1,0,0,3,30,0,58,1,0,0,2,2,1,53,78,63,0,60,56,0,0,0,1,63,0,0,63,61,58,58,6,6,77,82,1,0,58,5,8,58,62,21,21,54,15,20,75,17,160,56,0,61,15,16,0,63,59,54,60,58,58,57,53,78,0,0,0,0,0,
6,10,7,3,10,6,10,10,56,Daddy,Dirtbag,5,10,10,60,0,3,3,1,1,0,0,58,55,0,60,5505,10068,143,10068,0,0,57,2,169,0,65,0,0,60,30,63,0,0,54,1,1,61,0,40,0,60,53,54,0,0,45,55,54,0,59,0,0,0,0,0,12,6,4,0,5,0,0,0,1,1,1,53,80,58,0,58,62,0,0,0,0,57,0,12,62,60,58,61,0,0,26,24,3,0,53,2,3,62,63,0,6,53,29,0,72,0,22,58,5,56,10,10,0,53,53,63,62,63,59,57,59,29,0,0,0,0,0,
10,10,4,2,10,6,10,10,56,Daddy,Dirtbag,8,6,10,56,0,0,0,2,2,0,0,57,61,0,62,2201,10069,143,10069,0,0,53,0,161,0,51,0,1,61,31,56,0,0,62,1,1,55,0,40,0,55,57,55,0,0,32,53,60,0,59,0,15,15,0,0,4,3,33,0,10,2,0,0,1,1,1,63,72,54,0,62,63,0,0,0,0,62,0,4,60,57,58,58,1,1,21,27,3,0,54,1,3,62,63,5,10,56,29,26,73,10,41,61,0,62,10,10,0,56,59,55,56,57,60,57,61,30,0,0,0,0,0,
10,10,4,1,10,6,10,10,62,Daddy,Dirtbag,8,6,10,60,0,0,0,0,0,3,3,55,62,0,58,100,10070,143,10070,0,0,56,2,94,0,59,0,0,54,53,63,0,0,61,2,2,58,0,40,1,59,62,61,0,0,35,58,62,0,62,1,4,4,0,0,10,3,45,0,88,2,0,0,2,2,1,55,78,57,0,63,59,0,0,0,0,62,0,10,60,55,59,54,0,0,62,52,3,0,63,1,4,55,56,5,10,56,29,26,76,10,80,62,0,53,10,10,0,59,62,57,57,60,53,57,61,52,0,0,0,0,0,
10,10,4,3,10,6,10,10,53,Daddy,Dirtbag,8,6,10,63,0,0,0,3,3,1,1,59,62,0,58,4444,10071,143,10071,0,0,61,0,213,0,20,0,0,58,44,59,0,0,61,1,1,60,14,40,0,54,58,53,0,0,16,54,57,0,61,0,0,0,0,0,7,1,14,0,3,0,0,0,1,1,1,58,74,55,0,60,60,0,0,0,0,60,0,7,62,56,58,55,3,3,55,45,5,0,56,3,3,61,56,5,10,61,29,26,73,10,49,54,0,61,10,10,0,55,53,56,60,54,60,58,59,52,0,1,0,0,0,
6,10,7,0,10,6,10,10,53,Daddy,Dirtbag,5,10,10,54,0,1,1,1,1,0,0,56,60,0,58,2086,10072,143,10072,0,0,58,2,204,0,61,0,0,63,30,63,0,0,54,1,1,59,0,40,0,60,56,60,0,0,26,56,55,0,53,0,0,0,0,0,10,4,33,0,86,1,0,0,1,1,1,53,50,56,0,56,60,0,0,0,0,61,0,10,60,53,58,56,2,2,32,32,5,0,61,1,3,56,58,0,6,60,29,0,72,0,25,63,5,62,10,10,0,60,60,63,57,62,53,62,53,32,0,0,0,0,0,
8,10,5,0,10,7,10,10,60,Daddy,Dirtbag,7,8,7,62,0,0,0,3,3,0,0,59,62,0,56,11,10073,143,10073,0,0,62,0,209,0,56,0,1,60,25,55,0,0,57,1,1,56,16,40,0,55,63,57,0,0,16,54,55,0,55,2,15,15,0,0,12,1,6,0,1,0,0,0,1,1,1,61,76,56,0,58,58,0,0,0,0,54,0,12,58,56,57,60,1,1,25,25,5,0,59,1,3,61,54,0,6,53,30,0,73,0,15,62,0,57,0,1,0,53,54,57,54,58,54,56,54,25,0,0,0,0,0,
6,10,7,0,10,6,10,10,59,Daddy,Dirtbag,5,10,10,56,0,1,1,2,2,2,2,53,55,0,62,91,10074,143,10074,0,0,53,0,41,0,53,0,0,57,27,58,0,0,58,1,1,54,24,40,1,57,57,54,0,0,9,54,62,0,53,0,0,0,0,0,10,3,17,0,18,0,0,0,1,1,1,53,78,59,0,55,54,0,0,0,0,57,0,10,54,59,57,60,10,10,40,28,3,0,60,3,3,53,60,0,6,55,29,0,75,0,45,54,5,61,10,10,0,53,54,59,54,58,59,60,57,27,0,0,0,0,0,
6,10,7,2,10,6,10,10,53,Daddy,Dirtbag,5,10,10,57,0,3,3,2,2,0,0,54,54,0,57,42,10075,143,10075,0,0,57,2,167,0,60,0,1,58,34,56,0,0,63,1,1,56,2,40,0,56,56,63,0,0,16,63,59,0,56,0,0,0,0,0,12,1,27,0,17,0,0,0,1,1,1,63,80,59,0,62,60,0,0,0,0,60,0,12,55,59,58,60,11,11,30,25,3,0,59,3,3,59,62,0,6,56,29,0,74,0,37,53,5,62,10,10,0,58,60,58,63,59,62,59,57,24,0,1,0,0,0,
6,10,7,2,10,6,10,10,54,Daddy,Dirtbag,5,10,10,57,0,3,3,3,3,1,1,63,56,0,62,2319,10076,143,10076,0,0,53,0,156,0,72,0,1,59,25,61,0,0,60,1,1,62,0,40,1,58,55,62,0,0,33,59,53,0,60,0,0,0,0,0,0,5,41,0,16,0,0,0,1,1,1,54,44,63,0,57,54,0,0,1,0,57,0,0,60,58,58,54,2,2,42,30,3,0,60,1,3,61,60,0,6,61,29,0,69,0,0,58,5,53,10,10,0,61,58,56,55,60,59,53,57,41,0,0,0,0,0,
8,10,5,0,10,7,10,10,57,Daddy,Dirtbag,7,8,7,53,0,0,0,1,1,3,3,54,58,0,56,2208,10077,143,10077,0,0,53,2,192,0,38,0,1,54,26,55,0,0,57,1,1,62,0,40,0,53,55,61,0,0,15,63,62,0,63,0,9,9,0,0,12,1,0,0,85,2,0,0,1,1,1,56,70,63,0,53,60,0,0,0,0,60,0,12,62,55,58,60,3,3,35,36,5,0,57,1,3,57,57,0,6,54,30,0,72,0,6,59,0,62,0,1,0,60,57,62,54,59,63,53,53,36,0,0,0,0,0,
10,2,6,3,4,7,4,4,78,Daddy,Dirtbag,7,10,6,78,0,2,2,2,2,0,0,73,76,0,74,2150,10080,144,10080,0,0,79,0,161,0,74,0,0,76,31,77,5,5,76,1,1,80,4,40,0,78,72,81,0,0,46,76,72,0,72,2,0,0,0,0,6,6,5,0,26,0,0,0,1,1,1,71,80,78,0,74,74,0,0,0,0,79,0,6,78,79,76,81,0,0,43,33,3,0,77,3,17,72,75,5,20,79,0,5,70,0,40,74,10,73,10,5,0,78,71,71,79,76,77,80,76,44,0,0,0,0,0,
8,10,5,0,10,7,4,4,74,Daddy,Dirtbag,7,8,7,74,0,3,3,2,2,2,2,77,74,0,75,2123,10081,144,10081,0,0,80,0,11,0,26,0,1,81,40,79,5,5,75,1,1,80,2,40,1,80,75,76,0,0,17,78,76,0,78,2,0,0,0,0,0,5,19,0,84,1,0,0,1,1,1,75,72,77,0,79,74,0,0,1,0,75,0,0,72,73,76,71,3,3,40,51,5,0,78,1,3,81,77,0,6,77,30,0,77,0,32,81,0,74,0,1,0,76,81,75,73,72,78,74,76,51,0,0,0,0,0,
10,2,6,1,4,7,15,15,74,Daddy,Dirtbag,7,10,6,77,0,3,3,0,0,2,2,74,74,0,71,2060,10082,144,10082,0,0,73,2,204,0,80,0,0,71,44,71,5,5,74,2,2,81,0,40,0,80,75,75,8,0,35,79,78,0,78,0,0,0,0,0,11,3,32,0,52,1,0,0,2,2,1,81,72,79,0,72,77,0,0,0,0,76,0,11,73,73,76,72,11,11,45,38,3,0,78,3,13,77,75,5,20,73,0,5,75,0,54,74,10,77,10,5,0,81,76,72,76,78,71,79,76,40,0,0,0,0,0,
10,5,10,0,10,9,20,20,80,Daddy,Dirtbag,5,10,10,79,0,0,0,2,2,0,0,80,78,0,79,2053,10083,144,10083,0,0,78,0,181,0,26,0,0,80,82,71,5,5,80,1,1,77,0,40,0,71,73,76,0,0,34,72,80,0,76,0,15,15,0,0,11,5,3,0,59,0,0,0,1,1,1,72,76,79,0,81,71,0,0,0,0,73,0,11,81,75,77,75,3,3,45,71,4,0,73,1,12,74,79,21,21,81,15,20,73,17,140,75,0,73,15,16,0,71,76,80,74,81,81,77,80,69,0,0,0,0,0,
6,10,7,3,10,6,4,4,79,Daddy,Dirtbag,8,10,10,78,0,1,1,0,0,2,2,73,74,0,76,10943,10084,144,10084,0,0,72,2,163,0,57,0,0,71,29,71,5,5,76,1,1,75,2,40,0,81,73,79,0,0,9,76,77,0,80,0,0,0,0,0,0,3,22,0,25,1,0,0,1,1,1,74,74,75,0,78,73,0,0,1,0,76,0,0,75,73,76,73,10,10,41,27,1,0,81,3,16,80,78,0,6,75,29,0,72,0,21,81,8,73,10,10,0,78,77,78,77,79,72,76,74,25,0,0,0,0,0,
